Treatment,LD,Reading Decoding,Reading Fluency,Reading Comprehension
Control,Normal,102.3639653,8.829408405,47.85544056
Intervention,Dyslexia,90.11547285,7.972033547,54.06715902
Intervention,Normal,87.212514,6.552765005,46.81824612
Control,Dyslexia,82.00910434,7.923079389,40.77744821
Control,Dyslexia,81.64701553,4.863207136,31.80815721
Control,Dyslexia,58.51926992,5.842190029,34.76432886
Intervention,Normal,86.70595286,10.75785009,46.75596057
Control,Normal,105.9608765,12.5189045,62.45251096
Intervention,Normal,100.0295301,12.39016134,48.25233228
Control,Normal,88.85396657,10.82196496,49.57330572
Intervention,Dyslexia,98.86668343,11.47154079,47.33652186
Control,Dyslexia,95.10867112,8.887539724,39.79959695
Intervention,Dyslexia,103.9582581,8.965053467,54.58570471
Intervention,Dyslexia,74.09210385,10.01283275,37.25465038
Control,Normal,83.7668948,11.7788071,48.05544384
Intervention,Normal,101.8260139,10.64172245,44.18864995
Control,Normal,127.2407327,13.77951429,64.5318459
Control,Dyslexia,74.17739001,10.82269798,36.38555649
Intervention,Dyslexia,68.592695,11.00803524,33.58415516
Intervention,Dyslexia,97.96321603,10.16857106,52.07114036
Control,Normal,95.64531394,12.02183812,46.16776416
Control,Normal,89.38199467,8.580654272,45.80166328
Intervention,Dyslexia,88.06200388,6.579284801,44.06051454
Control,Normal,111.9323349,11.97985719,63.62186398
Control,Normal,110.0119736,11.36822026,57.24808531
Intervention,Dyslexia,83.3458233,4.86053432,52.4529202
Control,Normal,88.31986547,7.647869976,47.09208637
Intervention,Normal,110.9627923,14.50436878,56.55365469
Control,Dyslexia,79.11839471,8.541232697,34.03194361
Intervention,Normal,118.9574181,12.39242659,68.24561483
Control,Dyslexia,67.20587961,1.614744441,30.54342325
Intervention,Normal,100.5804763,19.0585554,54.78525488
Intervention,Dyslexia,74.64258998,1.121225931,34.64169862
Control,Normal,100.1612154,11.44972063,46.06361428
Intervention,Normal,121.2016948,12.57956583,60.69438597
Intervention,Normal,118.3321484,10.56666401,73.56122836
Control,Normal,95.36956799,8.237545819,42.8702453
Intervention,Dyslexia,96.00676778,10.73558254,43.58588562
Intervention,Normal,90.07087269,13.17335424,58.64953142
Control,Normal,93.71123354,13.60103846,54.02703839
Intervention,Normal,118.4694386,14.18398768,62.50301859
Control,Dyslexia,73.31750137,7.648380621,41.29521549
Control,Dyslexia,72.3775982,8.565337586,39.98491391
Control,Dyslexia,59.07919608,7.213617417,28.29849501
Intervention,Dyslexia,89.86089603,6.51134258,40.69033909
Intervention,Dyslexia,97.48551845,10.87538937,57.78929951
Intervention,Dyslexia,83.82001476,8.161875089,31.55915776
Control,Normal,90.42882522,8.771619278,39.57147394
Control,Normal,101.1715816,9.346500664,55.75628952
Intervention,Normal,123.3762699,11.17187652,62.7854143
Control,Dyslexia,85.12405289,9.30647195,52.13205439
Intervention,Dyslexia,88.02856316,11.86775324,35.47417074
Intervention,Dyslexia,110.2546055,8.751253877,43.80987315
Intervention,Dyslexia,100.5864492,12.46606728,57.77139082
Intervention,Normal,106.8552768,14.81102747,56.94140878
Intervention,Dyslexia,92.65764269,10.18144583,52.1157259
Intervention,Normal,96.55823222,12.34449318,60.31619026
Control,Normal,120.6914525,9.269758974,50.96921152
Intervention,Dyslexia,95.92851176,14.90022968,59.69887575
Control,Normal,102.748952,11.9967321,54.12083976
Intervention,Normal,106.7796465,8.774782881,55.06209933
Intervention,Normal,73.14138243,5.932142243,43.16719461
Intervention,Dyslexia,85.08958545,9.192361879,33.87169702
Intervention,Dyslexia,98.30326119,9.272266074,50.79746487
Intervention,Dyslexia,79.31393008,10.19406785,39.26756867
Intervention,Dyslexia,88.67002922,10.14041678,57.41883709
Intervention,Normal,80.3679249,16.02180105,50.85832993
Control,Dyslexia,72.01904283,4.184715239,39.53123362
Control,Dyslexia,73.26749512,11.84570432,32.76455364
Intervention,Dyslexia,107.9312089,12.84351973,56.81545208
Intervention,Dyslexia,95.4613084,10.54705747,44.38803076
Control,Normal,112.1245157,15.51369317,52.42020659
Intervention,Normal,85.58575779,8.787269399,47.89395872
Intervention,Normal,92.29465198,9.536571927,60.5727625
Control,Dyslexia,77.21341613,6.993769302,38.31311627
Control,Dyslexia,71.98604993,9.321089038,45.78304594
Intervention,Normal,91.35503209,11.17260025,51.32950757
Intervention,Dyslexia,99.40332999,13.77014258,57.43045144
Control,Dyslexia,82.42540583,7.476114702,37.29553307
Control,Normal,96.27390712,10.66122971,49.85395673
Intervention,Normal,82.40353738,9.836072423,51.31210092
Intervention,Normal,99.5204777,10.12215555,54.33494084
Control,Normal,86.28483856,11.41692701,48.47004127
Intervention,Normal,99.11002888,12.19274269,50.9130909
Control,Dyslexia,78.90725882,7.587191938,35.44269422
Control,Normal,107.886879,14.23555763,51.45357159
Intervention,Dyslexia,90.43418957,7.620750435,41.16263045
Control,Dyslexia,61.71631925,7.454739382,23.92085144
Intervention,Dyslexia,69.94699825,8.256808847,36.36055095
Intervention,Dyslexia,65.78977167,8.395632611,31.47642582
Control,Normal,98.2914379,5.628508255,47.40073482
Control,Dyslexia,62.81193205,3.072276961,24.54128928
Control,Normal,112.0500661,9.296542481,44.21395728
Intervention,Dyslexia,89.03174125,11.75724222,47.25232843
Control,Normal,95.13160266,10.83789135,50.26691808
Intervention,Normal,103.1258053,9.346831165,60.16718631
Control,Normal,126.3921013,7.752904474,52.27730448
Intervention,Normal,91.850305,13.94874277,55.07882744
Control,Dyslexia,67.1732096,5.946183884,28.32161881
Control,Normal,102.0664632,9.41412657,52.69553388
Control,Dyslexia,94.94295836,10.01692263,52.20263799
Intervention,Dyslexia,104.3677586,12.38935129,45.78669718
Intervention,Normal,120.2764691,5.142179401,50.40106385
Control,Normal,84.46625023,6.440020701,42.92292087
Intervention,Normal,100.8799724,15.87605176,56.24105023
Control,Dyslexia,91.40155754,10.3431375,42.2237042
Control,Normal,104.2059432,8.624863876,58.02583822
Control,Dyslexia,87.69224606,3.385219125,47.23185251
Control,Normal,129.5573248,12.3340319,51.8456435
Control,Dyslexia,84.1882092,9.814761946,39.27045895
Intervention,Normal,96.08708421,9.025581254,51.02556598
Control,Normal,97.5998409,3.178268112,46.21753214
Intervention,Normal,106.7261846,12.44659571,57.82148906
Intervention,Normal,103.0374984,19.01880616,64.45743633
Control,Normal,97.90813067,6.504319824,49.76504178
Intervention,Normal,99.57131903,5.857453807,47.29107145
Control,Normal,112.8189538,9.471903798,57.07024975
Control,Dyslexia,96.56064812,6.237609312,42.74088706
Control,Normal,119.8520549,10.10193787,42.85187621
Control,Dyslexia,72.81276759,6.360514578,27.29930797
Intervention,Dyslexia,96.21773745,15.09293346,43.15560852
Control,Dyslexia,79.00735808,5.942411672,38.88964046
Control,Normal,119.6434381,12.32868718,64.83798462
Control,Dyslexia,85.47699579,8.997474459,44.46546133
Intervention,Dyslexia,93.19603897,12.63874259,49.02797814
Intervention,Normal,101.0849878,13.13877794,64.27156098
Control,Dyslexia,91.2746532,8.505783084,51.52300222
Control,Dyslexia,58.68543773,6.216268702,45.21467223
Intervention,Dyslexia,98.5523962,9.532995393,60.0284065
Intervention,Normal,94.26614021,10.82857688,46.36077674
Intervention,Normal,117.1662081,12.41557569,67.66569529
Control,Dyslexia,63.01560511,7.310831538,34.39825487
Intervention,Normal,101.5283991,15.47864969,55.12158381
Control,Dyslexia,71.07831803,4.959384397,38.72971331
Control,Dyslexia,83.92398516,6.067547644,39.81401684
Control,Dyslexia,80.05732625,4.592821963,31.82573482
Intervention,Dyslexia,75.37038121,13.30519188,53.50730546
Intervention,Normal,95.48851194,7.679777677,46.23973416
Control,Normal,100.6907596,13.29520579,44.00016045
Control,Normal,108.926404,13.2948872,67.01682482
Intervention,Normal,99.55451894,16.23565508,57.64598452
Intervention,Dyslexia,98.05239609,13.18169387,53.30943123
Intervention,Dyslexia,90.44433868,5.560345018,32.61975208
Intervention,Dyslexia,87.41737689,3.284455828,35.36900325
Intervention,Dyslexia,62.30918866,4.864391023,39.32829425
Intervention,Dyslexia,100.7622678,10.64663095,58.03536364
Intervention,Normal,101.1124117,9.820334342,52.4779876
Control,Normal,70.68518042,9.495014081,45.33190535
Control,Dyslexia,65.9400672,10.48983018,39.04847552
Intervention,Dyslexia,70.81509388,7.119446223,50.13244906
Control,Normal,103.8946124,10.02150426,50.43304418
Control,Dyslexia,94.82864732,10.31641529,46.11748032
Control,Normal,102.7587912,11.57440755,49.26205197
Control,Normal,96.94706156,11.16934832,56.23329509
Control,Normal,115.9091714,13.47249731,62.79226812
Intervention,Dyslexia,87.8802346,8.609830186,39.81847898
Intervention,Dyslexia,89.4630499,8.275236509,43.01570661
Intervention,Normal,86.86263278,10.74139886,55.07885139
Intervention,Dyslexia,82.7942072,10.88011417,42.20074103
Control,Normal,94.9101154,10.54952872,43.05120827
Control,Dyslexia,84.67226317,9.199928462,50.93689689
Intervention,Dyslexia,87.18478089,10.16900565,42.30885243
Intervention,Normal,94.44283829,9.260131179,48.72335997
Control,Dyslexia,101.6497719,12.27401846,60.27118526
Intervention,Dyslexia,96.0679297,7.244553026,39.03105944
Intervention,Dyslexia,93.00815796,6.799902916,40.11229865
Control,Dyslexia,79.76620237,7.528102399,38.06727175
Intervention,Dyslexia,109.0341227,16.27275657,71.75343594
Intervention,Dyslexia,86.08833147,2.162495925,36.9546977
Control,Dyslexia,78.21461903,8.044220865,32.42367793
Control,Dyslexia,85.41648066,5.407875542,45.49620632
Control,Normal,93.26985322,9.315806815,47.82200257
Intervention,Dyslexia,87.03124202,7.910826931,46.38855779
Control,Normal,93.62716815,10.38332607,48.48017909
Intervention,Normal,105.4617997,11.07593922,52.0057927
Intervention,Normal,90.23359873,8.394979806,41.89566257
Control,Dyslexia,86.94341258,9.47499258,49.14303603
Control,Normal,84.5245258,4.187552825,40.96225444
Control,Normal,84.35141363,5.512874681,36.73220369
Intervention,Normal,106.1208097,9.572500853,57.55223692
Control,Normal,109.2163718,12.60198988,46.33925752
Control,Normal,102.7190192,8.09136115,37.702952
Intervention,Normal,103.6849493,18.57263789,63.14365652
Control,Dyslexia,81.16105306,11.81066445,45.77981354
Intervention,Normal,74.98875342,9.464793072,52.39381573
Intervention,Dyslexia,106.6924217,15.39635714,52.1170004
Intervention,Normal,112.746761,11.73921671,66.42699771
Control,Dyslexia,98.10217747,6.362972658,49.8970416
Intervention,Dyslexia,83.20382521,9.787972712,38.10165645
Control,Dyslexia,82.80647645,8.249924888,39.69030026
Intervention,Dyslexia,90.21730049,11.21288343,55.11778962
Control,Dyslexia,84.84109453,9.886755037,50.96634904
Control,Normal,108.6353125,12.797454,45.1997772
Intervention,Dyslexia,102.6680814,5.537338942,49.10783547
Intervention,Dyslexia,96.49385005,13.42267562,43.7404019
Control,Dyslexia,66.13759146,8.756305603,37.57870642
Control,Dyslexia,54.6418846,8.731115735,28.023169
Control,Dyslexia,52.85245124,7.257758496,26.3940233
Control,Normal,91.88516106,6.968356505,37.4225869
Intervention,Normal,101.0549174,11.01603627,50.59574269
Control,Normal,93.37770423,12.32568848,48.11015379
Control,Dyslexia,84.64374711,5.904235338,46.01756376
Control,Dyslexia,93.02391413,7.488309681,49.11082506
Intervention,Dyslexia,83.90892804,12.40395668,52.70173855
Control,Dyslexia,70.28700165,8.174766682,34.97776571
Control,Dyslexia,89.23789161,9.560819595,43.32337859
Control,Dyslexia,98.07725592,14.06294604,44.30575416
Control,Normal,101.6990713,13.5914529,50.43356583
Control,Dyslexia,77.19199103,7.486470185,46.70219973
Control,Normal,103.4849117,14.53056463,60.76008527
Control,Dyslexia,72.70983408,9.168005618,38.12194859
Control,Normal,105.0955949,5.360966256,51.36234958
Intervention,Dyslexia,80.83156791,7.490901378,37.14339957
Intervention,Normal,89.28107476,12.2521034,56.18635239
Control,Dyslexia,93.88141476,5.89543558,39.25191427
Intervention,Normal,118.6459505,16.37674941,71.42414822
Control,Dyslexia,74.31755607,8.022356124,23.9243794
Control,Dyslexia,75.78465871,10.07312884,30.5685437
Control,Dyslexia,98.8101899,9.118904527,51.88601625
Control,Normal,128.6005291,13.44124377,60.76878024
Control,Normal,110.0309879,12.10614037,42.92894372
Control,Normal,113.1897173,12.37555508,48.70360853
Control,Normal,103.8630763,6.438988691,29.62307288
Intervention,Dyslexia,100.7804323,11.84168828,51.51557706
Intervention,Normal,90.21056951,7.496979425,52.79730341
Control,Normal,115.3450103,7.551483722,53.34241704
Control,Normal,76.17384163,6.493868868,40.88639658
Control,Normal,96.28936829,11.2013552,48.55692984
Control,Dyslexia,76.56931153,5.109237714,35.64652476
Intervention,Dyslexia,79.51797603,4.020141736,31.50688604
Control,Normal,110.7722052,8.812513038,45.81559365
Intervention,Dyslexia,76.04051764,6.724004451,48.21477486
Intervention,Normal,94.28836273,14.7405158,64.44822332
Intervention,Dyslexia,85.84547587,7.082171801,43.47212786
Intervention,Normal,99.69140196,8.772411836,40.96900586
Intervention,Normal,96.87012536,12.30831039,62.0319901
Control,Dyslexia,69.04549781,7.333187083,41.48104281
Control,Normal,90.21299276,10.22566804,53.51375199
Control,Normal,96.78570336,5.893016935,47.83451966
Intervention,Normal,88.04286815,8.150514067,45.64061996
Intervention,Normal,107.4173225,7.854450928,55.94962342
Intervention,Normal,100.649605,11.48621679,60.22285067
Control,Normal,108.2043335,14.68494615,61.93642354
Intervention,Dyslexia,86.75186111,5.830961482,35.0979541
Intervention,Normal,95.93940348,13.12945702,55.38546419
Intervention,Normal,79.00453395,10.52250626,49.86868103
Intervention,Dyslexia,102.7845266,5.84551717,36.86281051
Control,Dyslexia,84.59154563,7.014221529,36.4110311
Control,Dyslexia,108.1182218,16.64310461,57.46678174
Intervention,Dyslexia,100.8534357,10.36942539,53.88118538
Intervention,Normal,94.41848539,8.630106429,52.52789143
Control,Normal,96.32542656,10.75728702,49.42479552
Intervention,Dyslexia,85.01317617,12.79497355,46.55907399
Control,Normal,107.9877111,9.955133522,58.03211236
Control,Dyslexia,78.80894088,9.084942101,38.66258805
Intervention,Dyslexia,76.64096041,4.89380878,32.16782356
Control,Dyslexia,103.8390402,7.462371542,41.82051654
Intervention,Dyslexia,97.78401408,10.07152712,45.95319312
Control,Normal,97.84194228,10.02756038,34.82730443
Intervention,Dyslexia,103.0167555,7.538911079,53.01994173
Intervention,Dyslexia,70.44390748,6.725488925,30.43332236
Control,Dyslexia,96.63930714,9.511484175,52.58053097
Control,Dyslexia,86.75469138,7.836488471,37.1623966
Intervention,Dyslexia,92.35578456,7.421373144,47.76656977
Control,Dyslexia,85.63749508,9.448330591,37.50800881
Intervention,Dyslexia,106.8756072,14.84084973,60.25408346
Control,Normal,89.98919645,11.79775023,46.65885969
Intervention,Dyslexia,98.38187633,10.74231192,49.16725283
Intervention,Dyslexia,71.71607966,10.14625133,31.79601381
Control,Normal,102.8158636,8.922648357,41.2542045
Control,Dyslexia,59.46734781,1.169167452,38.72883126
Intervention,Normal,93.44475032,13.09560619,47.30898742
Control,Dyslexia,82.85983306,6.34819261,37.25159009
Intervention,Normal,109.6730125,16.35346916,62.14413353
Control,Dyslexia,79.97242342,10.73800448,40.39274053
Control,Dyslexia,80.32979897,8.853500203,41.53563311
Intervention,Dyslexia,86.1322434,7.65129958,41.75946329
Control,Normal,92.51455032,10.11353956,47.56179883
Control,Dyslexia,96.2207344,9.976273548,46.2843542
Control,Dyslexia,76.96158756,6.489316661,46.17028419
Control,Dyslexia,101.3786977,13.21058137,48.95693556
Control,Dyslexia,74.622544,5.543060577,41.8175097
Control,Normal,93.71215479,9.816363962,47.21452403
Intervention,Dyslexia,70.68764473,6.339505519,33.48991406
Control,Normal,87.20692914,4.017136465,45.1567552
Intervention,Dyslexia,87.59267072,12.09456458,50.808152
Intervention,Dyslexia,95.52682103,5.707199913,45.14046501
Intervention,Dyslexia,100.131948,7.766280921,40.35540863
Intervention,Normal,112.6934941,11.27318455,62.20059312
Control,Normal,89.1504869,9.399033218,56.76952772
Control,Normal,109.7615445,12.58295892,46.83094532
Intervention,Normal,99.27960604,13.09173656,52.93611847
Control,Dyslexia,64.0380463,7.458834762,35.60354208
Intervention,Normal,84.66600788,7.059868824,44.0169664
Control,Normal,110.691499,10.32480889,49.605077
Control,Normal,102.7029336,11.45977309,57.16741697
Intervention,Normal,108.1451546,13.96420268,63.3595248
Control,Normal,99.16530872,7.00891028,42.23697832
Control,Normal,85.5413064,5.454167601,42.08689352
Intervention,Normal,95.0867115,10.59964927,56.60925741
Control,Normal,99.18939371,13.56959143,53.03243142
Control,Dyslexia,86.05530165,6.26031138,33.39324197
Control,Normal,96.45267086,9.447385442,48.21173206
Intervention,Dyslexia,91.2469656,9.306846202,57.57297448
Control,Normal,90.38809988,5.242017695,40.40690357
Control,Dyslexia,83.9279561,3.717073321,37.73214627
Control,Normal,97.3938795,9.92966198,54.46647189
Intervention,Normal,92.02971174,11.47497307,54.43973831
Intervention,Normal,112.8209404,9.21469406,67.65903685
Intervention,Dyslexia,92.35206239,10.91584882,43.82740927
Intervention,Normal,113.6124763,15.19323248,63.91472799
Intervention,Normal,105.6639655,13.19375424,61.66917462
Intervention,Normal,96.88713358,11.88903537,51.78833873
Intervention,Normal,96.38982201,11.2321855,52.82364877
Intervention,Dyslexia,93.56167567,11.31866023,45.14012219
Intervention,Normal,96.21804591,9.590541047,54.33368026
Control,Dyslexia,71.53459807,7.126002761,39.89064382
Intervention,Dyslexia,92.41704484,8.734246015,49.1873066
Intervention,Dyslexia,85.16502846,8.248954923,49.06425578
Control,Normal,87.95783378,6.402643387,44.4780804
Control,Dyslexia,87.68922503,8.281357124,48.81574087
Intervention,Normal,101.6852991,14.88773722,56.51165879
Control,Normal,118.4030028,11.75624872,67.21477639
Control,Normal,102.3104797,13.11224564,57.67232305
Intervention,Dyslexia,100.0492806,10.75425591,49.36236874
Control,Dyslexia,71.33648332,4.074579192,43.48888603
Control,Normal,113.4420705,8.783093589,51.51401022
Control,Dyslexia,64.69490338,9.84347423,38.0346294
Control,Normal,102.5599868,8.082036929,57.8457926
Intervention,Dyslexia,85.00756419,10.47946169,43.89281348
Control,Dyslexia,90.99241004,7.725566525,39.34117907
Intervention,Dyslexia,101.6985923,11.06487784,46.73790061
Intervention,Normal,86.58671367,11.6268693,48.73102898
Intervention,Normal,103.4804512,11.13791162,57.42768353
Intervention,Normal,115.481657,13.18369073,56.17409792
Intervention,Dyslexia,105.9726076,10.50066533,44.87802042
Intervention,Dyslexia,105.0378323,10.42991387,34.75579227
Control,Dyslexia,95.91338533,10.40156455,48.58572858
Control,Dyslexia,94.53708394,11.58414451,45.10018892
Intervention,Dyslexia,96.14231795,13.17780118,45.52251837
Intervention,Normal,106.1198373,11.4974236,60.04461688
Intervention,Dyslexia,87.14137706,10.14706757,49.20393691
Control,Normal,93.78948501,10.55410127,43.46821327
Control,Dyslexia,69.39179687,3.71653935,38.50385269
Intervention,Dyslexia,90.12457196,5.151688459,49.54788945
Intervention,Normal,92.82368179,8.402048653,53.48249409
Control,Normal,105.0022249,8.212825956,47.51556938
Intervention,Dyslexia,78.68867286,3.846023034,37.96152599
Control,Normal,95.65237787,12.67210976,58.35095996
Intervention,Dyslexia,89.12605591,6.653402542,50.18044707
Intervention,Dyslexia,81.82195465,10.38144041,41.60760868
Control,Dyslexia,75.64554259,5.499710554,43.04379743
Control,Dyslexia,76.19355667,11.83620316,44.24049742
Control,Dyslexia,89.05500871,5.493444474,34.85201356
Control,Normal,108.3288305,8.084911897,46.07098761
Intervention,Normal,100.7169811,13.50879028,67.14935977
Intervention,Normal,112.6013794,9.676432453,59.37177038
Control,Normal,114.7718125,9.895542767,58.7706713
Control,Dyslexia,93.97315273,10.84655129,54.96052019
Intervention,Dyslexia,91.46820364,5.616542805,48.62638905
Control,Dyslexia,88.59471781,5.500447637,39.85179241
Control,Normal,94.05928216,11.05110527,47.29818515
Control,Normal,112.0257088,9.374375388,56.75030924
Control,Normal,121.0071069,15.14253153,66.70935481
Control,Normal,95.59657111,7.794252612,46.38877945
Control,Dyslexia,82.41948279,11.70979178,49.16646383
Intervention,Dyslexia,75.29614594,8.683007983,37.6516117
Intervention,Dyslexia,89.51452751,16.10505077,45.42290913
Control,Dyslexia,47.15163219,5.912773971,29.72989654
Intervention,Dyslexia,90.29201275,8.892535861,44.36239624
Control,Normal,111.3653825,14.75331246,58.92046984
Intervention,Normal,86.32198121,2.944687342,48.86676598
Intervention,Normal,110.7603393,10.81735562,49.81535567
Control,Dyslexia,66.84564649,6.904968108,34.63461057
Intervention,Normal,78.71872893,10.83304579,41.33066574
Intervention,Dyslexia,96.32184243,11.97920184,54.70886276
Control,Dyslexia,77.99864089,5.965140228,36.65781053
Intervention,Normal,107.7878363,10.02977948,59.12748463
Control,Dyslexia,76.96964175,2.234746271,31.45923235
Control,Normal,96.28558601,9.869153767,42.19604787
Intervention,Normal,104.8466467,10.64598898,59.09600029
Intervention,Dyslexia,103.544465,9.669978193,47.2139944
Intervention,Normal,88.08514008,8.487051967,59.61117729
Intervention,Dyslexia,78.42913637,9.778617148,41.1644078
Control,Normal,98.10787936,13.20434521,52.41479601
Intervention,Normal,112.0225645,13.49661276,54.92465028
Intervention,Normal,81.83961565,8.870057272,48.61499432
Intervention,Dyslexia,94.23205116,13.70518374,42.35972836
Intervention,Dyslexia,95.92705862,13.55291488,36.71433132
Intervention,Normal,102.0545574,9.701279613,53.83832935
Control,Dyslexia,75.55828774,4.260078465,33.48931754
Intervention,Dyslexia,89.47660481,9.417295034,36.71683414
Intervention,Dyslexia,83.0320468,12.18951092,50.96041081
Control,Normal,75.5303851,9.565566038,48.27587746
Intervention,Dyslexia,68.57762453,9.585272415,37.23051627
Intervention,Normal,101.6092331,13.87436378,63.98023012
Intervention,Normal,105.6227818,15.399202,62.70878839
Control,Dyslexia,90.17573689,7.973827721,44.11357386
Control,Dyslexia,87.41201784,13.31953496,33.93077629
Intervention,Dyslexia,88.04178093,7.131120827,36.56327067
Intervention,Normal,100.5226312,15.23252492,63.02669177
Intervention,Normal,106.0270874,10.17558671,48.38266505
Intervention,Dyslexia,100.0988208,12.31097718,49.43287083
Intervention,Normal,110.9143765,11.47251882,45.13348967
Control,Dyslexia,65.33051935,4.856054805,32.67930255
Control,Dyslexia,80.33958942,7.299719783,58.18524282
Intervention,Dyslexia,77.9611479,6.528365843,37.18350153
Control,Normal,103.7591719,7.413458325,55.97704233
Intervention,Dyslexia,88.96595945,12.48931516,41.38611665
Intervention,Normal,121.0150097,19.06835862,65.3322622
Control,Normal,111.7104581,10.25167259,58.86232092
Intervention,Dyslexia,73.47181908,13.65193197,48.84554985
Intervention,Dyslexia,73.91795316,8.401534979,41.73221578
Control,Dyslexia,89.85159524,8.229904852,30.23592148
Intervention,Normal,97.31187037,13.01358332,53.673179
Intervention,Dyslexia,114.5972324,10.10224682,45.00891373
Control,Normal,98.49363305,8.645888847,43.28917218
Intervention,Normal,110.3202067,10.78404057,63.49131707
Control,Dyslexia,96.6739348,7.465659687,43.21352943
Control,Dyslexia,85.87792389,6.371521072,32.4526107
Intervention,Dyslexia,69.2749606,12.55755899,43.28551851
Intervention,Normal,100.5295594,14.10096709,57.14826533
Control,Normal,94.82911534,6.215947643,45.33644066
Control,Dyslexia,52.5235605,9.261202672,41.86920651
Control,Dyslexia,60.94798612,7.415122379,32.83118495
Control,Dyslexia,72.91853729,7.995626601,41.50485763
Intervention,Dyslexia,98.14652874,12.0091811,47.85391654
Control,Normal,95.63091205,5.973971451,38.59783552
Intervention,Dyslexia,93.08121934,12.06882232,46.64946014
Control,Dyslexia,57.58231045,5.943989616,22.18672721
Control,Normal,105.5030422,8.614251659,47.7660094
Intervention,Normal,92.70708645,10.01349458,47.10068426
Control,Normal,100.7679647,9.485406614,47.8219687
Control,Dyslexia,75.70684687,4.653566148,38.01575809
Intervention,Normal,112.5816251,12.99930405,62.77882957
Control,Dyslexia,77.88648205,4.276969259,35.67371689
Intervention,Normal,109.2513583,14.35580984,55.6769415
Control,Dyslexia,95.42960503,7.697822118,43.62010896
Intervention,Normal,97.20154846,9.545650823,42.6807528
Intervention,Dyslexia,86.17177019,16.37591534,43.2591535
Control,Normal,100.6365795,7.492149713,45.98611283
Control,Dyslexia,62.47085388,8.900284285,27.05421932
Control,Normal,96.75219155,7.809319125,43.71420533
Control,Dyslexia,53.67636596,3.350566988,31.79991051
Intervention,Normal,104.2058279,9.64153391,61.23994374
Control,Dyslexia,74.00522048,9.079985869,30.95224179
Intervention,Normal,86.81461468,10.05404083,48.72721485
Control,Dyslexia,101.574203,13.57917337,57.33845865
Control,Dyslexia,65.70969041,-0.046862362,24.9571903
Intervention,Normal,91.99954564,11.82383755,55.12563361
Control,Normal,119.8485979,11.36569397,57.3790846
Intervention,Normal,110.6220536,15.48120383,56.58610728
Control,Normal,120.8824498,15.4727572,64.30114299
Intervention,Dyslexia,83.87988269,6.316961544,39.07314109
Control,Normal,91.79201467,10.45930573,53.82607853
Control,Normal,124.5055935,13.71603334,70.58760067
Intervention,Dyslexia,86.72650202,9.578956462,46.86272985
Control,Normal,83.90702189,11.10998182,50.52806259
Control,Dyslexia,100.5523142,8.053711466,53.12669311
Intervention,Dyslexia,90.16730767,7.024242256,39.00046055
Control,Normal,89.67802854,10.35769939,52.64928036
Intervention,Dyslexia,75.97076002,6.501629456,34.80159179
Control,Normal,112.6641564,8.987782608,49.10484005
Control,Dyslexia,73.43474487,10.80451341,40.6096473
Intervention,Dyslexia,94.19830456,8.451174108,44.14364228
Control,Dyslexia,80.40615231,4.784137649,32.81484188
Intervention,Dyslexia,84.76764129,14.17254437,38.68353152
Control,Dyslexia,79.61950807,11.11009603,33.74631724
Intervention,Normal,77.25693623,6.516304496,30.20811586
Control,Normal,87.43115867,5.194463858,45.10190153
Intervention,Dyslexia,83.48734037,8.876058808,42.46705479
Control,Normal,101.3663878,12.14460649,62.53725251
Control,Dyslexia,79.68861873,9.649304326,45.7801142
Control,Dyslexia,82.95156151,8.067754398,45.91536417
Control,Normal,121.0068459,13.46857817,53.79395586
Intervention,Normal,91.09120534,7.762877762,51.67918791
Intervention,Dyslexia,105.3001268,7.095681586,54.75051485
Intervention,Normal,83.76249636,14.1143192,49.72016621
Control,Normal,99.93757156,7.909790914,39.03931543
Control,Normal,101.0607333,13.47498694,55.93033314
Intervention,Dyslexia,86.70485119,12.67236478,37.36467538
Intervention,Dyslexia,81.81763899,12.62547545,44.144031
Control,Dyslexia,79.70269505,7.190324333,31.10463984
Intervention,Dyslexia,102.9390996,10.30608135,47.5734183
Control,Dyslexia,75.90508131,9.272634052,49.21271639
Control,Normal,100.2021464,10.31103832,43.45944414
Control,Normal,99.74500085,10.49115623,51.23559616
Control,Dyslexia,87.44007264,9.118489162,49.57456223
Control,Normal,109.7589886,11.652224,59.64254173
Intervention,Dyslexia,75.71873186,9.253822341,41.60058814
Control,Normal,108.7440848,11.55441704,52.722542
Intervention,Normal,112.333106,14.65739422,66.27653881
Control,Dyslexia,71.01712373,7.79799346,31.87521724
Intervention,Dyslexia,69.33316303,4.765615742,38.38229012
Control,Normal,81.556787,9.012679603,48.74978535
Intervention,Dyslexia,93.22897267,10.83659211,42.86851859
Intervention,Normal,98.44192903,8.815046505,55.98442689
Control,Dyslexia,86.25849144,9.851134526,33.99152731
Control,Dyslexia,74.46951456,4.58028933,34.07058574
Intervention,Dyslexia,88.23503102,11.42596575,45.81925436
Control,Normal,104.9087458,11.42330226,46.72937427
Intervention,Dyslexia,86.75224314,9.56835945,32.50074845
Intervention,Normal,94.46485628,7.328253059,43.8785081
Control,Dyslexia,91.48970317,8.125166726,41.0779289
Intervention,Normal,108.5910008,6.141606378,48.62706555
Control,Dyslexia,107.7376485,10.38160428,48.12253584
Intervention,Normal,112.9266746,12.76339536,57.84926095
Control,Dyslexia,91.78316083,11.33760979,47.13864209
